x,y,label
-8.083306312561035,-9.688918113708496,Normal
-8.04487133026123,-9.858778953552246,Normal
-7.916034698486328,-10.149166107177734,Normal
-7.665859699249268,-10.642683029174805,Normal
-7.395230293273926,-11.308467864990234,Normal
-7.219150066375732,-11.92890739440918,Normal
-7.098860263824463,-12.533782958984375,Normal
-6.992206573486328,-13.22958755493164,Normal
-6.909151077270508,-13.80284595489502,Normal
-6.867756366729736,-14.20253849029541,Normal
-6.879507541656494,-14.485170364379883,Normal
-15.302275657653809,-39.149620056152344,Normal
-15.302374839782715,-39.40546798706055,Normal
-15.292744636535645,-39.70704650878906,Normal
-15.311779022216797,-40.12155532836914,Normal
-15.440753936767578,-40.59320831298828,Normal
-15.769168853759766,-41.11812210083008,Normal
-16.26846694946289,-41.63389587402344,Normal
-16.929441452026367,-42.205963134765625,Normal
-17.479801177978516,-42.616554260253906,Normal
-18.001298904418945,-42.90130615234375,Normal
-18.600982666015625,-43.16557693481445,Normal
-19.16588592529297,-43.3837890625,Normal
-19.602222442626953,-43.52016830444336,Normal
-19.907596588134766,-43.58924102783203,Normal
-20.134796142578125,-43.626197814941406,Normal
-20.317415237426758,-43.642024993896484,Normal
-20.48174285888672,-43.6329231262207,Normal
-20.628803253173828,-43.615333557128906,Normal
-20.75739288330078,-43.60086441040039,Normal
-20.886293411254883,-43.57919692993164,Normal
-21.02484130859375,-43.548038482666016,Normal
-21.21554183959961,-43.50303649902344,Normal
-21.45598030090332,-43.4342155456543,Normal
-21.804485321044922,-43.32286834716797,Normal
-22.334444046020508,-43.16082000732422,Normal
-22.933021545410156,-43.0194206237793,Normal
-23.43301773071289,-42.925594329833984,Normal
-23.848651885986328,-42.8326530456543,Normal
-24.231658935546875,-42.719093322753906,Normal
-24.630231857299805,-42.54289245605469,Normal
-24.99515151977539,-42.34164047241211,Normal
-25.364856719970703,-42.13899612426758,Normal
-25.740413665771484,-41.93107986450195,Normal
-26.114059448242188,-41.720794677734375,Normal
-26.390249252319336,-41.490013122558594,Normal
-26.342927932739258,-20.178133010864258,Normal
-26.213056564331055,-19.7777099609375,Normal
-26.095890045166016,-19.419614791870117,Normal
-26.0061092376709,-18.923606872558594,Normal
-25.963747024536133,-18.06597328186035,Normal
-25.95564079284668,-17.131086349487305,Normal
-26.01348114013672,-16.384475708007812,Normal
-26.14729118347168,-15.530508041381836,Normal
-26.012008666992188,-14.57827091217041,Normal
-25.91214370727539,-13.943796157836914,Normal
-25.893259048461914,-13.28665542602539,Normal
-25.941255569458008,-12.626910209655762,Normal
-25.974536895751953,-12.032856941223145,Normal
-22.88923454284668,-1.359497308731079,Normal
-22.821678161621094,-0.9144487380981445,Normal
-22.779245376586914,-0.4396076202392578,Normal
-22.769027709960938,0.00029301567701622844,Normal
-22.79796600341797,0.7529897689819336,Normal
-22.808998107910156,1.7557988166809082,Normal
-22.83098030090332,2.6287829875946045,Normal
-22.820266723632812,3.4642465114593506,Normal
-22.7482852935791,4.385173797607422,Normal
-22.72871971130371,5.193814277648926,Normal
-22.773775100708008,5.98090934753418,Normal
-22.882740020751953,6.706912994384766,Normal
-22.981760025024414,7.335361003875732,Normal
-23.131938934326172,7.964588165283203,Normal
-23.350574493408203,8.737783432006836,Normal
-23.504711151123047,10.605600357055664,Normal
-23.37827491760254,11.69184398651123,Normal
-23.25295066833496,12.483805656433105,Normal
-23.114532470703125,13.05920696258545,Normal
-22.99408721923828,13.547218322753906,Normal
-22.88164710998535,13.98564624786377,Normal
-22.760772705078125,14.433622360229492,Normal
-22.661657333374023,14.734004020690918,Normal
-22.560596466064453,14.931254386901855,Normal
-22.458711624145508,15.078694343566895,Normal
-22.39309310913086,15.194286346435547,Normal
-22.311798095703125,15.290141105651855,Normal
-22.268524169921875,15.408026695251465,Normal
-22.172988891601562,15.519132614135742,Normal
-21.99983787536621,15.627347946166992,Normal
-21.88605308532715,15.781865119934082,Normal
-21.718599319458008,15.89644718170166,Normal
-21.498239517211914,15.881744384765625,Normal
-21.375730514526367,15.897388458251953,Normal
-21.172775268554688,15.85171127319336,Normal
-21.464765548706055,16.127885818481445,Normal
-21.406843185424805,16.20230484008789,Normal
-21.143590927124023,16.084890365600586,Normal
-21.00897979736328,16.1767520904541,Normal
-20.821269989013672,16.227584838867188,Normal
-20.66345977783203,16.32662582397461,Normal
-20.613096237182617,16.462671279907227,Normal
-20.79005241394043,16.713327407836914,Normal
-20.93988800048828,16.882946014404297,Normal
-20.974105834960938,16.965200424194336,Normal
-20.89306640625,16.99852180480957,Normal
-20.72746467590332,16.96813201904297,Normal
-20.477916717529297,16.851716995239258,Normal
-20.252098083496094,16.681785583496094,Normal
-19.99213981628418,16.409313201904297,Normal
-19.68817710876465,16.092361450195312,Normal
-19.240982055664062,15.692339897155762,Normal
-18.776968002319336,15.275662422180176,Normal
-18.494749069213867,14.940373420715332,Normal
-18.187591552734375,14.560222625732422,Normal
-17.811614990234375,14.040432929992676,Normal
-17.441457748413086,13.566205024719238,Normal
-17.154762268066406,13.192702293395996,Normal
-16.867656707763672,12.814383506774902,Normal
-16.633724212646484,12.380035400390625,Normal
-16.397249221801758,11.895485877990723,Normal
-16.100141525268555,11.359593391418457,Normal
-15.791083335876465,10.876980781555176,Normal
-15.350868225097656,10.276065826416016,Normal
-14.807255744934082,9.538081169128418,Normal
-14.363639831542969,8.974078178405762,Normal
-14.084240913391113,8.573054313659668,Normal
-13.784046173095703,8.097530364990234,Normal
-13.270955085754395,7.630067825317383,Normal
-12.79017162322998,7.233297348022461,Normal
-12.206011772155762,6.70216703414917,Normal
-11.572613716125488,6.060908794403076,Normal
-11.030144691467285,5.487854480743408,Normal
-10.667088508605957,5.090244770050049,Normal
-10.368069648742676,4.71610164642334,Normal
-10.057877540588379,4.19135046005249,Normal
-8.846884727478027,2.2085418701171875,Normal
-8.548476219177246,1.3239556550979614,Normal
-8.480081558227539,0.7248865365982056,Normal
-8.499874114990234,0.1012747511267662,Normal
-8.502870559692383,-0.49176403880119324,Normal
-8.555280685424805,-0.9663059115409851,Normal
-8.623418807983398,-1.33955979347229,Normal
-8.689508438110352,-1.7110410928726196,Normal
-15.355424880981445,-20.260427474975586,Normal
-15.415740013122559,-20.72986602783203,Normal
-15.489471435546875,-21.187196731567383,Normal
-15.569173812866211,-21.67028045654297,Normal
-15.618557929992676,-22.31005859375,Normal
-15.602721214294434,-23.02449607849121,Normal
-15.595270156860352,-23.677091598510742,Normal
-15.61050796508789,-24.235227584838867,Normal
-15.606620788574219,-24.75098991394043,Normal
-16.386474609375,-30.822513580322266,Normal
-16.338470458984375,-31.022693634033203,Normal
-16.36034393310547,-31.265470504760742,Normal
-20.8544979095459,-47.6419563293457,Normal
-20.97153663635254,-47.87316131591797,Normal
-21.152965545654297,-48.070045471191406,Normal
-21.49847412109375,-48.399620056152344,Normal
-22.294483184814453,-49.48600387573242,Normal
-23.14641571044922,-50.61650466918945,Normal
-23.679916381835938,-51.18795394897461,Normal
-24.297748565673828,-51.72872543334961,Normal
-24.75364875793457,-52.152801513671875,Normal
-25.093835830688477,-52.43112564086914,Normal
-25.397335052490234,-52.625545501708984,Normal
-25.655704498291016,-52.76838684082031,Normal
-25.897674560546875,-52.88312911987305,Normal
-26.114927291870117,-52.98414993286133,Normal
-26.26395034790039,-53.093997955322266,Normal
-26.417768478393555,-53.1461181640625,Normal
-26.543508529663086,-53.108524322509766,Normal
-26.66244125366211,-52.93504333496094,Normal
-26.76473045349121,-52.74351119995117,Normal
-26.848121643066406,-52.535369873046875,Normal
-26.925899505615234,-52.3143424987793,Normal
-27.026609420776367,-51.969146728515625,Normal
-27.11128807067871,-51.529693603515625,Normal
-27.265432357788086,-50.89915084838867,Normal
-27.524349212646484,-48.904876708984375,Normal
-27.593793869018555,-47.93655776977539,Normal
-27.62469482421875,-47.185462951660156,Normal
-27.633636474609375,-46.567665100097656,Normal
-27.580825805664062,-45.929100036621094,Normal
-27.475004196166992,-44.89992141723633,Normal
-27.49753761291504,-43.835365295410156,Normal
-27.582935333251953,-43.164642333984375,Normal
-27.688608169555664,-42.65782928466797,Normal
-27.848613739013672,-42.13969802856445,Normal
-27.166900634765625,-19.24485969543457,Normal
-27.039567947387695,-18.76539421081543,Normal
-26.993295669555664,-18.069005966186523,Normal
-26.922359466552734,-17.25466537475586,Normal
-26.81230354309082,-16.499971389770508,Normal
-26.68645668029785,-15.643305778503418,Normal
-26.621265411376953,-14.694494247436523,Normal
-26.636167526245117,-13.774712562561035,Normal
-26.6508731842041,-13.11258602142334,Normal
-26.677324295043945,-12.548713684082031,Normal
-22.390260696411133,-1.2281858921051025,Normal
-22.256484985351562,-0.3208807706832886,Normal
-22.174650192260742,0.4861906170845032,Normal
-22.193523406982422,1.2871923446655273,Normal
-22.24039077758789,2.274062156677246,Normal
-22.371780395507812,3.9728236198425293,Normal
-22.541601181030273,5.596952438354492,Normal
-22.341753005981445,6.681673526763916,Normal
-22.21356964111328,7.636946678161621,Normal
-22.037500381469727,8.535491943359375,Normal
-21.83111000061035,9.487482070922852,Normal
-21.678625106811523,10.426547050476074,Normal
-21.57636833190918,10.805574417114258,Normal
-18.927330017089844,24.233144760131836,Normal
-18.924448013305664,24.58472442626953,Normal
-18.95328140258789,24.938264846801758,Normal
-19.044673919677734,25.3330020904541,Normal
-19.203563690185547,25.669466018676758,Normal
-19.393714904785156,25.959049224853516,Normal
-19.578611373901367,26.2168025970459,Normal
-20.4917049407959,41.54869842529297,Normal
-20.4514217376709,41.829444885253906,Normal
-20.409894943237305,42.129520416259766,Normal
-20.38835906982422,42.49147033691406,Normal
-20.384790420532227,42.90575408935547,Normal
-20.36237907409668,43.35887145996094,Normal
-20.305978775024414,43.786590576171875,Normal
-20.24654197692871,44.165077209472656,Normal
-20.178115844726562,44.484413146972656,Normal
-20.09617805480957,44.749732971191406,Normal
-20.02707290649414,44.97444152832031,Normal
-19.945980072021484,45.158119201660156,Normal
-19.88712501525879,45.34492874145508,Normal
-19.818613052368164,45.529232025146484,Normal
-19.733474731445312,45.70006561279297,Normal
-19.657150268554688,45.82967758178711,Normal
-19.59573745727539,45.94430160522461,Normal
-19.50913429260254,46.12874221801758,Normal
-19.442018508911133,46.31984329223633,Normal
-19.370800018310547,46.475318908691406,Normal
-19.295167922973633,46.612548828125,Normal
-19.20766830444336,46.73639678955078,Normal
-19.145549774169922,46.85457229614258,Normal
-19.10938835144043,46.97731399536133,Normal
-19.085346221923828,47.076595306396484,Normal
-18.993942260742188,47.174171447753906,Normal
-18.879491806030273,47.256141662597656,Normal
-18.77468490600586,47.36117935180664,Normal
-18.635805130004883,47.42673873901367,Normal
-18.481815338134766,47.50896072387695,Normal
-18.29576873779297,47.575382232666016,Normal
-18.033918380737305,47.65515899658203,Normal
-17.707868576049805,47.73275375366211,Normal
-17.31358528137207,47.78916549682617,Normal
-16.91097068786621,47.806827545166016,Normal
-16.44504737854004,47.795021057128906,Normal
-15.937874794006348,47.74879837036133,Normal
-15.423162460327148,47.677886962890625,Normal
-14.955779075622559,47.591087341308594,Normal
-14.553110122680664,47.469642639160156,Normal
-14.145001411437988,47.33078384399414,Normal
-13.740458488464355,47.185848236083984,Normal
-13.336588859558105,47.04389953613281,Normal
-3.369809150695801,43.70724105834961,Normal
-2.9982683658599854,43.50087356567383,Normal
-2.672215461730957,43.24118423461914,Normal
-2.3581464290618896,42.923065185546875,Normal
-1.9263547658920288,42.47557067871094,Normal
-1.3247690200805664,41.846405029296875,Normal
-0.7230091094970703,41.00016784667969,Normal
-0.056752294301986694,39.95647048950195,Normal
0.3797944188117981,39.287349700927734,Normal
0.6200658679008484,38.70643997192383,Normal
2.9066476821899414,30.76942253112793,Normal
3.333747386932373,30.112659454345703,Normal
3.703655958175659,29.47905731201172,Normal
4.315470218658447,27.35556411743164,Normal
5.083381175994873,24.455078125,Normal
5.097076892852783,23.725322723388672,Normal
5.239735126495361,22.868854522705078,Normal
5.673885822296143,21.516225814819336,Normal
5.942648410797119,20.73047637939453,Normal
6.021756649017334,20.214584350585938,Normal
0.033665526658296585,4.581221103668213,Normal
-0.059560660272836685,4.010298728942871,Normal
-0.2556097209453583,3.223576545715332,Normal
-0.497082382440567,2.353261947631836,Normal
-0.5380492806434631,1.7735650539398193,Normal
3.115769147872925,-6.472749710083008,Normal
3.0383331775665283,-6.876549243927002,Normal
1.071041226387024,-9.554978370666504,Normal
0.939395010471344,-10.376992225646973,Normal
0.8960994482040405,-11.16379165649414,Normal
0.8905971646308899,-11.775141716003418,Normal
0.8338522911071777,-12.432806015014648,Normal
-0.7068032622337341,-18.47914695739746,Normal
-0.6676968932151794,-20.29987335205078,Normal
-0.38502827286720276,-21.649105072021484,Normal
-0.30060267448425293,-22.225330352783203,Normal
-2.961853265762329,-34.294315338134766,Normal
-2.8703866004943848,-34.7627067565918,Normal
-2.7775719165802,-35.32701110839844,Normal
-2.786038637161255,-36.40347671508789,Normal
-2.820235252380371,-38.02263259887695,Normal
-2.752234935760498,-39.196468353271484,Normal
-2.5352189540863037,-40.248046875,Normal
-2.2711057662963867,-40.99214172363281,Normal
-2.1494548320770264,-41.45926284790039,Normal
-10.542444229125977,-58.28244400024414,Normal
-10.746671676635742,-58.634376525878906,Normal
-11.004593849182129,-59.06654739379883,Normal
-11.251648902893066,-59.51716232299805,Normal
-11.420379638671875,-59.83518981933594,Normal
-11.572807312011719,-60.093788146972656,Normal
-11.710693359375,-60.29257583618164,Normal
-11.855196952819824,-60.378997802734375,Normal
-11.979353904724121,-60.44523239135742,Normal
-12.06567096710205,-60.442569732666016,Normal
-12.124293327331543,-60.369808197021484,Normal
-12.169618606567383,-60.21993637084961,Normal
-12.184100151062012,-60.01591873168945,Normal
-12.177483558654785,-59.78749084472656,Normal
-12.209500312805176,-59.503013610839844,Normal
-12.248466491699219,-59.139957427978516,Normal
-12.282733917236328,-58.689666748046875,Normal
-12.338277816772461,-58.2545166015625,Normal
-12.415525436401367,-57.80553436279297,Normal
-5.566183090209961,-40.32493591308594,Normal
-5.604799747467041,-39.938995361328125,Normal
-5.783245086669922,-39.40789794921875,Normal
-6.090237617492676,-38.748966217041016,Normal
-6.39675235748291,-38.18636703491211,Normal
-6.693315505981445,-37.62933349609375,Normal
-7.06281042098999,-36.73003005981445,Normal
-7.35009765625,-35.701839447021484,Normal
-7.365716457366943,-35.042091369628906,Normal
-7.3542609214782715,-34.54911422729492,Normal
-7.456547737121582,-34.11448287963867,Normal
-4.416712760925293,-19.401123046875,Normal
-4.356152534484863,-19.00920867919922,Normal
-4.336431980133057,-18.422039031982422,Normal
-4.273561000823975,-17.61182975769043,Normal
-4.202601909637451,-16.72355079650879,Normal
-1.7271740436553955,-9.477439880371094,Normal
-1.7320137023925781,-9.042093276977539,Normal
-4.862695217132568,-0.2301705777645111,Normal
-4.845945358276367,0.3625429570674896,Normal
-4.770864009857178,1.0748158693313599,Normal
-4.5168561935424805,2.2195656299591064,Normal
-3.948603391647339,4.16060209274292,Normal
-3.6062769889831543,5.0630717277526855,Normal
-3.298582077026367,5.720002174377441,Normal
-3.070507526397705,6.3403215408325195,Normal
-2.9848642349243164,6.911172389984131,Normal
0.9842308163642883,23.55034637451172,Normal
0.9848979711532593,24.120037078857422,Normal
1.0036189556121826,24.772876739501953,Normal
1.0648385286331177,25.60795783996582,Normal
1.0607086420059204,26.628692626953125,Normal
1.0035154819488525,27.386762619018555,Normal
0.8949392437934875,28.012062072753906,Normal
-0.4914611876010895,36.2361946105957,Normal
-0.7189478874206543,36.592750549316406,Normal
-1.1111325025558472,37.06333541870117,Normal
-1.394668698310852,37.47389602661133,Normal
-1.5379979610443115,37.84712219238281,Normal
-2.0727651119232178,46.25507736206055,Normal
-2.046618938446045,46.54136276245117,Normal
-2.0080761909484863,46.80893325805664,Normal
-1.9541869163513184,47.1011848449707,Normal
-1.8846261501312256,47.46401596069336,Normal
-1.7991971969604492,47.830081939697266,Normal
-1.7218400239944458,48.0844612121582,Normal
